image_set_name,external_url_large,external_url_small,locale,abstract_sku,concrete_sku,product_image_set_key
default,/assets/images/25904006-8438.jpg,/assets/images/25904006-8438.jpg,de_DE,001,,
default,/assets/images/25904004-9055.jpg,/assets/images/25904004-9055.jpg,de_DE,002,,
default,/assets/images/26138343-5454.jpg,/assets/images/26138343-5454.jpg,de_DE,003,,
default,/assets/images/30663302_6177.jpg,/assets/images/30663302_6177.jpg,de_DE,004,,
default,/assets/images/30663301_9631.jpg,/assets/images/30663301_9631.jpg,de_DE,005,,
default,/assets/images/30692993_5119.jpg,/assets/images/30692993_5119.jpg,de_DE,006,,
default,/assets/images/30691822_1486.jpg,/assets/images/30691822_1486.jpg,de_DE,007,,
default,/assets/images/30692992_1205.jpg,/assets/images/30692992_1205.jpg,de_DE,008,,
default,/assets/images/30692991_9278.jpg,/assets/images/30692991_9278.jpg,de_DE,009,,
default,/assets/images/30692994_4933.jpg,/assets/images/30692994_4933.jpg,de_DE,010,,
default,/assets/images/30775359_2536.jpg,/assets/images/30775359_2536.jpg,de_DE,011,,
default,/assets/images/25904598_3791.jpg,/assets/images/25904598_3791.jpg,de_DE,012,,
default,/assets/images/25904584-3409.jpg,/assets/images/25904584-3409.jpg,de_DE,013,,
default,/assets/images/25919241_0663.jpg,/assets/images/25919241_0663.jpg,de_DE,014,,
default,/assets/images/25904009-6055.jpg,/assets/images/25904009-6055.jpg,de_DE,015,,
default,/assets/images/21748907-Sony.jpg,/assets/images/21748907-Sony.jpg,de_DE,016,,
default,/assets/images/21748906-Sony.jpg,/assets/images/21748906-Sony.jpg,de_DE,017,,
default,/assets/images/21081477-Sony.jpg,/assets/images/21081477-Sony.jpg,de_DE,018,,
default,/assets/images/21081473-Sony.jpg,/assets/images/21081473-Sony.jpg,de_DE,019,,
default,/assets/images/21081478-Sony.jpg,/assets/images/21081478-Sony.jpg,de_DE,020,,
default,/assets/images/21081475-Sony.jpg,/assets/images/21081475-Sony.jpg,de_DE,021,,
default,/assets/images/21994751-Sony.jpg,/assets/images/21994751-Sony.jpg,de_DE,022,,
default,/assets/images/21758366-Sony.jpg,/assets/images/21758366-Sony.jpg,de_DE,023,,
default,/assets/images/21987578-Sony.jpg,/assets/images/21987578-Sony.jpg,de_DE,024,,
default,/assets/images/21764665-Sony.jpg,/assets/images/21764665-Sony.jpg,de_DE,025,,
default,/assets/images/21748904-Sony.jpg,/assets/images/21748904-Sony.jpg,de_DE,026,,
default,/assets/images/26976107_7138.jpg,/assets/images/26976107_7138.jpg,de_DE,027,,
default,/assets/images/31934107_3860235232.jpg,/assets/images/31934107_3860235232.jpg,de_DE,028,,
default,/assets/images/57196156_9618098174.jpeg,/assets/images/57196156_9618098174.jpeg,de_DE,029,,
default,/assets/images/30021698_7209.jpg,/assets/images/30021698_7209.jpg,de_DE,030,,
default,/assets/images/30021637_4678.jpg,/assets/images/30021637_4678.jpg,de_DE,031,,
default,/assets/images/32125551_0486.jpg,/assets/images/32125551_0486.jpg,de_DE,032,,
default,/assets/images/32125568_0875.jpg,/assets/images/32125568_0875.jpg,de_DE,033,,
default,/assets/images/32125390_4867.jpg,/assets/images/32125390_4867.jpg,de_DE,034,,
default,/assets/images/17360369_3328.jpg,/assets/images/17360369_3328.jpg,de_DE,035,,
default,/assets/images/17360368-2458.jpg,/assets/images/img_17360368_medium_1482147851_6_19303.jpg,de_DE,036,,
default,/assets/images/25904011_5202.jpg,/assets/images/25904011_5202.jpg,de_DE,037,,
default,/assets/images/25905593_5706.jpg,/assets/images/25905593_5706.jpg,de_DE,038,,
default,/assets/images/25904010-4664.jpg,/assets/images/25904010-4664.jpg,de_DE,039,,
default,/assets/images/25904665-1545.jpg,/assets/images/25904665-1545.jpg,de_DE,040,,
default,/assets/images/25904691-6670.jpg,/assets/images/25904691-6670.jpg,de_DE,041,,
default,/assets/images/31040075_7752.jpg,/assets/images/31040075_7752.jpg,de_DE,042,,
default,/assets/images/31040074_8111.jpg,/assets/images/31040074_8111.jpg,de_DE,043,,
default,/assets/images/31040076_0820990854.jpeg,/assets/images/31040076_0820990854.jpg,de_DE,044,,
default,/assets/images/26408558-5714.jpg,/assets/images/26408558-5714.jpg,de_DE,045,,
default,/assets/images/26408563-301.jpg,/assets/images/26408563-301.jpg,de_DE,046,,
default,/assets/images/26408568-7449.jpg,/assets/images/26408568-7449.jpg,de_DE,047,,
default,/assets/images/26403666-7355.jpg,/assets/images/26403666-7355.jpg,de_DE,048,,
default,/assets/images/30395396_6476.jpg,/assets/images/30395396_6476.jpg,de_DE,049,,
default,/assets/images/31080444_3429.jpg,/assets/images/31080444_3429.jpg,de_DE,050,,
default,/assets/images/29567823_6321.jpg,/assets/images/29567823_6321.jpg,de_DE,051,,
default,/assets/images/30107816_9551.jpg,/assets/images/30107816_9551.jpg,de_DE,052,,
default,/assets/images/30614390_2538.jpg,/assets/images/30614390_2538.jpg,de_DE,053,,
default,/assets/images/29406182_3072.png,/assets/images/29406182_3072.jpg,de_DE,054,,
default,/assets/images/29406182_3072.png,/assets/images/29406184_6175.jpg,de_DE,055,,
default,/assets/images/35995688_7235557277.png,/assets/images/35995688_7235557277.png,de_DE,056,,
default,/assets/images/32007641_9851.png,/assets/images/32007641_9851.jpg,de_DE,057,,
default,/assets/images/24245592-2688.jpg,/assets/images/img_24245592_medium_1483521161_4318_9985.jpg,de_DE,058,,
default,/assets/images/26175504-2265.jpg,/assets/images/26175504-2265.jpg,de_DE,059,,
default,/assets/images/26027598-6953.jpg,/assets/images/26027598-6953.jpg,de_DE,060,,
default,/assets/images/24752508-8866.jpg,/assets/images/24752508-8866.jpg,de_DE,061,,
default,/assets/images/24752467-6413.jpg,/assets/images/24752467-6413.jpg,de_DE,062,,
default,/assets/images/29231675_7943.jpg,/assets/images/29231675_7943.jpg,de_DE,063,,
default,/assets/images/23294027-3072.jpg,/assets/images/23294027-3072.jpg,de_DE,064,,
default,/assets/images/23294027-3072.jpg,/assets/images/23294027-3072.jpg,de_DE,065,,
default,/assets/images/23294028_3275.jpg,/assets/images/23294028_3275.jpg,de_DE,066,,
default,/assets/images/24241408_2528.jpg,/assets/images/24241408_2528.jpg,de_DE,067,,
default,/assets/images/21927453-1632.jpg,/assets/images/21927453-1632.jpg,de_DE,068,,
default,/assets/images/21919624-2297.jpg,/assets/images/21919624-2297.jpg,de_DE,069,,
default,/assets/images/13374503-9343.jpg,/assets/images/13374503-9343.jpg,de_DE,070,,
default,/assets/images/img_26974343_medium_1483964892_7225_15357.jpg,/assets/images/26974343-1401.jpg,de_DE,071,,
default,/assets/images/19618271-3627.jpg,/assets/images/19618271-3627.jpg,de_DE,072,,
default,/assets/images/21927455-7956.jpg,/assets/images/21927455-7956.jpg,de_DE,073,,
default,/assets/images/29641053_6688.png,/assets/images/img_29641053_medium_1480597649_0291_26649.jpg,de_DE,074,,
default,/assets/images/29401702_3457.jpg,/assets/images/img_29401702_medium_1480597709_3254_26649.jpg,de_DE,075,,
default,/assets/images/24394207-3552.jpg,/assets/images/24394207-3552.jpg,de_DE,076,,
default,/assets/images/24584210-216.jpg,/assets/images/24584210-216.jpg,de_DE,077,,
