abstract_sku,store_name
001,NZ
002,NZ
003,NZ
004,NZ
005,NZ
006,NZ
007,NZ
008,NZ
009,NZ
010,NZ
011,NZ
012,NZ
013,NZ
014,NZ
015,NZ
016,NZ
017,NZ
018,NZ
019,NZ
020,NZ
021,NZ
022,NZ
023,NZ
024,NZ
025,NZ
026,NZ
027,NZ
028,NZ
029,NZ
030,NZ
031,NZ
032,NZ
033,NZ
034,NZ
035,NZ
036,NZ
037,NZ
038,NZ
039,NZ
040,NZ
041,NZ
042,NZ
043,NZ
044,NZ
045,NZ
046,NZ
047,NZ
048,NZ
049,NZ
050,NZ
051,NZ
052,NZ
053,NZ
054,NZ
055,NZ
056,NZ
057,NZ
058,NZ
059,NZ
060,NZ
061,NZ
062,NZ
063,NZ
064,NZ
065,NZ
066,NZ
067,NZ
068,NZ
069,NZ
070,NZ
071,NZ
072,NZ
073,NZ
074,NZ
075,NZ
076,NZ
077,NZ
078,NZ
079,NZ
080,NZ
081,NZ
082,NZ
083,NZ
084,NZ
085,NZ
086,NZ
087,NZ
088,NZ
089,NZ
090,NZ
091,NZ
092,NZ
093,NZ
094,NZ
095,NZ
096,NZ
097,NZ
098,NZ
099,NZ
100,NZ
101,NZ
102,NZ
103,NZ
104,NZ
105,NZ
106,NZ
107,NZ
108,NZ
109,NZ
110,NZ
111,NZ
112,NZ
113,NZ
114,NZ
115,NZ
116,NZ
117,NZ
118,NZ
119,NZ
120,NZ
121,NZ
122,NZ
123,NZ
124,NZ
125,NZ
126,NZ
127,NZ
128,NZ
129,NZ
130,NZ
131,NZ
132,NZ
133,NZ
134,NZ
135,NZ
136,NZ
137,NZ
138,NZ
139,NZ
140,NZ
141,NZ
142,NZ
143,NZ
144,NZ
145,NZ
146,NZ
147,NZ
148,NZ
149,NZ
150,NZ
151,NZ
152,NZ
153,NZ
154,NZ
155,NZ
156,NZ
157,NZ
158,NZ
159,NZ
160,NZ
161,NZ
162,NZ
163,NZ
164,NZ
165,NZ
166,NZ
167,NZ
168,NZ
169,NZ
170,NZ
171,NZ
172,NZ
173,NZ
174,NZ
175,NZ
176,NZ
177,NZ
178,NZ
179,NZ
180,NZ
181,NZ
182,NZ
183,NZ
184,NZ
185,NZ
186,NZ
187,NZ
188,NZ
189,NZ
190,NZ
191,NZ
192,NZ
193,NZ
194,NZ
195,NZ
196,NZ
197,NZ
198,NZ
199,NZ
200,NZ
201,NZ
202,NZ
203,NZ
204,NZ
205,NZ
206,NZ
207,NZ
208,NZ
209,NZ
210,NZ
211,NZ
212,NZ
213,NZ
214,NZ
666,NZ
