abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,price_data.volume_prices
001,,DEFAULT,AU,EUR,8999,9999,
002,,DEFAULT,AU,EUR,8999,9999,
003,,DEFAULT,AU,EUR,5850,6500,
004,,DEFAULT,AU,EUR,6300,7000,
005,,DEFAULT,AU,EUR,6300,7000,
006,,DEFAULT,AU,EUR,31050,34500,
007,,DEFAULT,AU,EUR,31050,34500,
008,,DEFAULT,AU,EUR,31050,34500,
009,,DEFAULT,AU,EUR,8999,9999,
010,,DEFAULT,AU,EUR,31140,34600,
011,,DEFAULT,AU,EUR,32940,36600,
012,,DEFAULT,AU,EUR,32940,36600,
013,,DEFAULT,AU,EUR,5129,5699,
014,,DEFAULT,AU,EUR,4121,4579,
015,,DEFAULT,AU,EUR,5400,6000,
016,,DEFAULT,AU,EUR,8999,9999,
017,,DEFAULT,AU,EUR,311129,345699,
018,,DEFAULT,AU,EUR,31139,34599,
019,,DEFAULT,AU,EUR,8999,9999,
020,,DEFAULT,AU,EUR,9522,10580,
021,,DEFAULT,AU,EUR,9612,10680,
022,,DEFAULT,AU,EUR,23400,26000,
023,,DEFAULT,AU,EUR,24051,26723,
024,,DEFAULT,AU,EUR,40050,44500,
025,,DEFAULT,AU,EUR,27000,30000,
026,,DEFAULT,AU,EUR,3780,4200,
027,,DEFAULT,AU,EUR,4410,4900,
028,,DEFAULT,AU,EUR,2700,3000,
029,,DEFAULT,AU,EUR,36922,41024,
030,,DEFAULT,AU,EUR,40522,45024,
031,,DEFAULT,AU,EUR,36022,40024,
032,,DEFAULT,AU,EUR,2520,2800,
033,,DEFAULT,AU,EUR,2250,2500,
034,,DEFAULT,AU,EUR,27917,31019,
035,,DEFAULT,AU,EUR,26772,29747,
036,,DEFAULT,AU,EUR,16199,17999,
037,,DEFAULT,AU,EUR,15299,16999,
038,,DEFAULT,AU,EUR,14399,15999,
039,,DEFAULT,AU,EUR,14309,15899,
040,,DEFAULT,AU,EUR,14219,15799,
041,,DEFAULT,AU,EUR,9342,10380,
042,,DEFAULT,AU,EUR,8172,9080,
043,,DEFAULT,AU,EUR,6590,7322,
044,,DEFAULT,AU,EUR,28934,32149,
045,,DEFAULT,AU,EUR,35295,39217,
046,,DEFAULT,AU,EUR,3707,4119,
047,,DEFAULT,AU,EUR,5152,5724,
048,,DEFAULT,AU,EUR,11020,12244,
049,,DEFAULT,AU,EUR,15025,16694,
050,,DEFAULT,AU,EUR,27706,30784,
051,,DEFAULT,AU,EUR,11185,12428,
,051_29567823,DEFAULT,AU,EUR,10800,12000,
,051_30107816,DEFAULT,AU,EUR,11250,12500,
,051_30614390,DEFAULT,AU,EUR,11520,12800,
052,,DEFAULT,AU,EUR,8102,9002,
,052_29567823,DEFAULT,AU,EUR,8010,8900,
,052_30107816,DEFAULT,AU,EUR,9450,10500,
,052_30614390,DEFAULT,AU,EUR,7650,8500,
053,,DEFAULT,AU,EUR,36586,40651,
,053_29567823,DEFAULT,AU,EUR,31892,35435,
054,,DEFAULT,AU,EUR,1691,1879,
055,,DEFAULT,AU,EUR,17223,19137,
056,,DEFAULT,AU,EUR,29939,33265,
057,,DEFAULT,AU,EUR,37205,41339,
058,,DEFAULT,AU,EUR,23789,26432,
,058_24245592,DEFAULT,AU,EUR,3109,3454,
,058_26175504,DEFAULT,AU,EUR,38661,42957,
059,,DEFAULT,AU,EUR,33068,36742,
,059_24245592,DEFAULT,AU,EUR,19073,21192,
,059_26175504,DEFAULT,AU,EUR,39764,44182,
,059_26027598,DEFAULT,AU,EUR,33622,37358,
060,,DEFAULT,AU,EUR,37653,41837,
,060_24245592,DEFAULT,AU,EUR,6686,7429,
,060_26175504,DEFAULT,AU,EUR,37653,41837,
,060_26027598,DEFAULT,AU,EUR,35829,39810,
061,,DEFAULT,AU,EUR,25178,27975,
062,,DEFAULT,AU,EUR,2657,2952,
063,,DEFAULT,AU,EUR,17730,19700,
064,,DEFAULT,AU,EUR,4903,5448,
065,,DEFAULT,AU,EUR,28949,32166,
066,,DEFAULT,AU,EUR,35418,39353,
067,,DEFAULT,AU,EUR,20016,22240,
068,,DEFAULT,AU,EUR,7205,8005,
069,,DEFAULT,AU,EUR,18011,20012,
070,,DEFAULT,AU,EUR,26710,29678,
,070_133745031,DEFAULT,AU,EUR,39992,44436,
,070_203704321,DEFAULT,AU,EUR,15369,17077,
,070_133913221,DEFAULT,AU,EUR,36416,40462,
,070_133745032,DEFAULT,AU,EUR,21992,24435,
,070_203704322,DEFAULT,AU,EUR,37918,42131,
,070_133913222,DEFAULT,AU,EUR,37418,41575,
,070_133745033,DEFAULT,AU,EUR,10543,11714,
071,,DEFAULT,AU,EUR,9562,10624,
072,,DEFAULT,AU,EUR,37428,41587,
,072_19618271,DEFAULT,AU,EUR,14982,16647,
,072_21927455,DEFAULT,AU,EUR,12279,13643,
073,,DEFAULT,AU,EUR,39112,43458,
,073_19618271,DEFAULT,AU,EUR,6036,6707,
,073_21927455,DEFAULT,AU,EUR,28503,31670,
074,,DEFAULT,AU,EUR,1789,1988,
075,,DEFAULT,AU,EUR,31109,34566,
076,,DEFAULT,AU,EUR,32140,35711,
077,,DEFAULT,AU,EUR,13099,14554,
078,,DEFAULT,AU,EUR,23026,25584,
079,,DEFAULT,AU,EUR,38252,42502,
080,,DEFAULT,AU,EUR,22693,25214,
081,,DEFAULT,AU,EUR,35196,39107,
082,,DEFAULT,AU,EUR,33381,37090,
083,,DEFAULT,AU,EUR,29928,33253,
084,,DEFAULT,AU,EUR,29120,32355,
085,,DEFAULT,AU,EUR,34351,38168,
086,,DEFAULT,AU,EUR,16201,18001,
087,,DEFAULT,AU,EUR,16574,18415,
088,,DEFAULT,AU,EUR,8879,9865,
089,,DEFAULT,AU,EUR,37254,41393,
090,,DEFAULT,AU,EUR,18144,20160,
091,,DEFAULT,AU,EUR,17741,19712,
092,,DEFAULT,AU,EUR,15713,17459,
093,,DEFAULT,AU,EUR,22409,24899,
094,,DEFAULT,AU,EUR,25360,28178,
095,,DEFAULT,AU,EUR,16195,17994,
096,,DEFAULT,AU,EUR,25975,28861,
097,,DEFAULT,AU,EUR,35520,39467,
098,,DEFAULT,AU,EUR,22446,24940,
099,,DEFAULT,AU,EUR,20709,23010,
100,,DEFAULT,AU,EUR,5649,6277,
101,,DEFAULT,AU,EUR,29618,32909,
102,,DEFAULT,AU,EUR,12479,13865,
103,,DEFAULT,AU,EUR,18229,20254,
104,,DEFAULT,AU,EUR,3526,3918,
105,,DEFAULT,AU,EUR,23977,26641,
106,,DEFAULT,AU,EUR,40242,44713,
107,,DEFAULT,AU,EUR,10450,11611,
108,,DEFAULT,AU,EUR,15997,17774,
109,,DEFAULT,AU,EUR,11315,12572,
110,,DEFAULT,AU,EUR,31201,34668,
111,,DEFAULT,AU,EUR,17611,19568,
112,,DEFAULT,AU,EUR,22415,24905,
,112_312526171,DEFAULT,AU,EUR,39351,43723,
,112_306918001,DEFAULT,AU,EUR,1871,2079,
,112_312526191,DEFAULT,AU,EUR,1863,2070,
,112_312526172,DEFAULT,AU,EUR,29798,33109,
,112_306918002,DEFAULT,AU,EUR,35256,39173,
,112_312526192,DEFAULT,AU,EUR,12596,13995,
,112_306918003,DEFAULT,AU,EUR,16603,18448,
,112_312526193,DEFAULT,AU,EUR,14645,16272,
113,,DEFAULT,AU,EUR,8999,9999,
114,,DEFAULT,AU,EUR,8999,9999,
,114_29911081,DEFAULT,AU,EUR,5850,6500,
,114_30580483,DEFAULT,AU,EUR,6300,7000,
115,,DEFAULT,AU,EUR,6300,7000,
,115_27295368,DEFAULT,AU,EUR,31050,34500,
,115_26440118,DEFAULT,AU,EUR,31050,34500,
,115_26408656,DEFAULT,AU,EUR,31050,34500,
116,,DEFAULT,AU,EUR,8999,9999,
,116_29743424,DEFAULT,AU,EUR,31140,34600,
,116_28684053,DEFAULT,AU,EUR,32940,36600,
117,,DEFAULT,AU,EUR,32940,36600,
,117_29890338,DEFAULT,AU,EUR,5129,5699,
,117_30585828,DEFAULT,AU,EUR,4121,4579,
118,,DEFAULT,AU,EUR,5400,6000,
119,,DEFAULT,AU,EUR,8999,9999,
120,,DEFAULT,AU,EUR,311129,345699,
,120_29890350,DEFAULT,AU,EUR,31139,34599,
,120_30069636,DEFAULT,AU,EUR,8999,9999,
,120_30069631,DEFAULT,AU,EUR,9522,10580,
121,,DEFAULT,AU,EUR,9612,10680,
,121_29406823,DEFAULT,AU,EUR,23400,26000,
,121_28542963,DEFAULT,AU,EUR,24051,26723,
,121_28549476,DEFAULT,AU,EUR,40050,44500,
122,,DEFAULT,AU,EUR,27000,30000,
,122_22308524,DEFAULT,AU,EUR,3780,4200,
,122_26145672,DEFAULT,AU,EUR,4410,4900,
123,,DEFAULT,AU,EUR,2700,3000,
,123_29866607,DEFAULT,AU,EUR,36922,41024,
,123_30610368,DEFAULT,AU,EUR,40522,45024,
,123_29866603,DEFAULT,AU,EUR,36022,40024,
124,,DEFAULT,AU,EUR,2520,2800,
,124_31623088,DEFAULT,AU,EUR,2250,2500,
,124_29866591,DEFAULT,AU,EUR,27917,31019,
125,,DEFAULT,AU,EUR,26772,29747,
,125_30703764,DEFAULT,AU,EUR,16199,17999,
,125_30350012,DEFAULT,AU,EUR,15299,16999,
126,,DEFAULT,AU,EUR,14399,15999,
,126_24722439,DEFAULT,AU,EUR,14309,15899,
,126_30407844,DEFAULT,AU,EUR,14219,15799,
,126_26280142,DEFAULT,AU,EUR,9342,10380,
127,,DEFAULT,AU,EUR,8172,9080,
,127_22828284,DEFAULT,AU,EUR,6590,7322,
,127_22613708,DEFAULT,AU,EUR,28934,32149,
,127_20723326,DEFAULT,AU,EUR,35295,39217,
,127_22613709,DEFAULT,AU,EUR,3707,4119,
128,,DEFAULT,AU,EUR,5152,5724,
,128_29955336,DEFAULT,AU,EUR,11020,12244,
,128_27314278,DEFAULT,AU,EUR,15025,16694,
129,,DEFAULT,AU,EUR,27706,30784,
,129_30706500,DEFAULT,AU,EUR,11185,12428,
,129_27107297,DEFAULT,AU,EUR,21385,23761,
,129_24325712,DEFAULT,AU,EUR,30155,33505,
130,,DEFAULT,AU,EUR,19849,22054,
,130_29285281,DEFAULT,AU,EUR,8102,9002,
,130_24326086,DEFAULT,AU,EUR,28641,31823,
,130_24725761,DEFAULT,AU,EUR,38033,42259,
131,131_24872891,DEFAULT,AU,EUR,6629,7365,
