abstract_sku,store_name
001,US
002,US
003,US
004,US
005,US
006,US
007,US
008,US
009,US
010,US
011,US
012,US
013,US
014,US
015,US
016,US
017,US
018,US
019,US
020,US
021,US
022,US
023,US
024,US
025,US
026,US
027,US
028,US
029,US
030,US
031,US
032,US
033,US
034,US
035,US
036,US
037,US
038,US
039,US
040,US
041,US
042,US
043,US
044,US
045,US
046,US
047,US
048,US
049,US
050,US
051,US
052,US
053,US
054,US
055,US
056,US
057,US
058,US
059,US
060,US
061,US
062,US
063,US
064,US
065,US
066,US
067,US
068,US
069,US
070,US
071,US
072,US
073,US
074,US
075,US
076,US
077,US
078,US
079,US
080,US
081,US
082,US
083,US
084,US
085,US
086,US
087,US
088,US
089,US
090,US
091,US
092,US
093,US
094,US
095,US
096,US
097,US
098,US
099,US
100,US
101,US
102,US
103,US
104,US
105,US
106,US
107,US
108,US
109,US
110,US
111,US
112,US
113,US
114,US
115,US
116,US
117,US
118,US
119,US
120,US
121,US
122,US
123,US
124,US
125,US
126,US
127,US
128,US
129,US
130,US
131,US
132,US
133,US
134,US
135,US
136,US
137,US
138,US
139,US
140,US
141,US
142,US
143,US
144,US
145,US
146,US
147,US
148,US
149,US
150,US
151,US
152,US
153,US
154,US
155,US
156,US
157,US
158,US
159,US
160,US
161,US
162,US
163,US
164,US
165,US
166,US
167,US
168,US
169,US
170,US
171,US
172,US
173,US
174,US
175,US
176,US
177,US
178,US
179,US
180,US
181,US
182,US
183,US
184,US
185,US
186,US
187,US
188,US
189,US
190,US
191,US
192,US
193,US
194,US
195,US
196,US
197,US
198,US
199,US
200,US
201,US
202,US
203,US
204,US
205,US
206,US
207,US
208,US
209,US
210,US
211,US
212,US
213,US
214,US
666,US
