image_set_name,external_url_large,external_url_small,locale,abstract_sku,concrete_sku,sort_order
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904006-8438.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904006-8438.jpg,de_DE,001,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904004-9055.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904004-9055.jpg,de_DE,002,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/26138343-5454.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/26138343-5454.jpg,de_DE,003,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30663302_6177.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30663302_6177.jpg,de_DE,004,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30663301_9631.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30663301_9631.jpg,de_DE,005,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692993_5119.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692993_5119.jpg,de_DE,006,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30691822_1486.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30691822_1486.jpg,de_DE,007,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692992_1205.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692992_1205.jpg,de_DE,008,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692991_9278.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692991_9278.jpg,de_DE,009,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692994_4933.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692994_4933.jpg,de_DE,010,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30775359_2536.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30775359_2536.jpg,de_DE,011,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904598_3791.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904598_3791.jpg,de_DE,012,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904584-3409.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904584-3409.jpg,de_DE,013,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25919241_0663.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25919241_0663.jpg,de_DE,014,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904009-6055.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904009-6055.jpg,de_DE,015,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748907-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748907-Sony.jpg,de_DE,016,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748906-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748906-Sony.jpg,de_DE,017,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081477-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081477-Sony.jpg,de_DE,018,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081473-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081473-Sony.jpg,de_DE,019,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081478-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081478-Sony.jpg,de_DE,020,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081475-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081475-Sony.jpg,de_DE,021,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21994751-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21994751-Sony.jpg,de_DE,022,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21758366-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21758366-Sony.jpg,de_DE,023,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21987578-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21987578-Sony.jpg,de_DE,024,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21764665-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21764665-Sony.jpg,de_DE,025,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748904-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748904-Sony.jpg,de_DE,026,,1
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/26976107_7138.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/26976107_7138.jpg,de_DE,027,,1
