abstract_sku,store_name
001,CH
002,CH
003,CH
004,CH
005,CH
006,CH
007,CH
008,CH
009,CH
010,CH
011,CH
012,CH
013,CH
014,CH
015,CH
016,CH
017,CH
018,CH
019,CH
020,CH
021,CH
022,CH
023,CH
024,CH
025,CH
026,CH
027,CH
028,CH
029,CH
030,CH
031,CH
032,CH
033,CH
034,CH
035,CH
036,CH
037,CH
038,CH
039,CH
040,CH
041,CH
042,CH
043,CH
044,CH
045,CH
046,CH
047,CH
048,CH
049,CH
050,CH
051,CH
052,CH
053,CH
054,CH
055,CH
056,CH
057,CH
058,CH
059,CH
060,CH
061,CH
062,CH
063,CH
064,CH
065,CH
066,CH
067,CH
068,CH
069,CH
070,CH
071,CH
072,CH
073,CH
074,CH
075,CH
076,CH
077,CH
078,CH
079,CH
080,CH
081,CH
082,CH
083,CH
084,CH
085,CH
086,CH
087,CH
088,CH
089,CH
090,CH
091,CH
092,CH
093,CH
094,CH
095,CH
096,CH
097,CH
098,CH
099,CH
100,CH
101,CH
102,CH
103,CH
104,CH
105,CH
106,CH
107,CH
108,CH
109,CH
110,CH
111,CH
112,CH
113,CH
114,CH
115,CH
116,CH
117,CH
118,CH
119,CH
120,CH
121,CH
122,CH
123,CH
124,CH
125,CH
126,CH
127,CH
128,CH
129,CH
130,CH
131,CH
132,CH
133,CH
134,CH
135,CH
136,CH
137,CH
138,CH
139,CH
140,CH
141,CH
142,CH
143,CH
144,CH
145,CH
146,CH
147,CH
148,CH
149,CH
150,CH
151,CH
152,CH
153,CH
154,CH
155,CH
156,CH
157,CH
158,CH
159,CH
160,CH
161,CH
162,CH
163,CH
164,CH
165,CH
166,CH
167,CH
168,CH
169,CH
170,CH
171,CH
172,CH
173,CH
174,CH
175,CH
176,CH
177,CH
178,CH
179,CH
180,CH
181,CH
182,CH
183,CH
184,CH
185,CH
186,CH
187,CH
188,CH
189,CH
190,CH
191,CH
192,CH
193,CH
194,CH
195,CH
196,CH
197,CH
198,CH
199,CH
200,CH
201,CH
202,CH
203,CH
204,CH
205,CH
206,CH
207,CH
208,CH
209,CH
210,CH
211,CH
212,CH
213,CH
214,CH
666,CH
