abstract_sku,store_name
001,AT
002,AT
003,AT
004,AT
005,AT
006,AT
007,AT
008,AT
009,AT
010,AT
011,AT
012,AT
013,AT
014,AT
015,AT
016,AT
017,AT
018,AT
019,AT
020,AT
021,AT
022,AT
023,AT
024,AT
025,AT
026,AT
027,AT
028,AT
029,AT
030,AT
031,AT
032,AT
033,AT
034,AT
035,AT
036,AT
037,AT
038,AT
039,AT
040,AT
041,AT
042,AT
043,AT
044,AT
045,AT
046,AT
047,AT
048,AT
049,AT
050,AT
051,AT
052,AT
053,AT
054,AT
055,AT
056,AT
057,AT
058,AT
059,AT
060,AT
061,AT
062,AT
063,AT
064,AT
065,AT
066,AT
067,AT
068,AT
069,AT
070,AT
071,AT
072,AT
073,AT
074,AT
075,AT
076,AT
077,AT
078,AT
079,AT
080,AT
081,AT
082,AT
083,AT
084,AT
085,AT
086,AT
087,AT
088,AT
089,AT
090,AT
091,AT
092,AT
093,AT
094,AT
095,AT
096,AT
097,AT
098,AT
099,AT
100,AT
101,AT
102,AT
103,AT
104,AT
105,AT
106,AT
107,AT
108,AT
109,AT
110,AT
111,AT
112,AT
113,AT
114,AT
115,AT
116,AT
117,AT
118,AT
119,AT
120,AT
121,AT
122,AT
123,AT
124,AT
125,AT
126,AT
127,AT
128,AT
129,AT
130,AT
131,AT
132,AT
133,AT
134,AT
135,AT
136,AT
137,AT
138,AT
139,AT
140,AT
141,AT
142,AT
143,AT
144,AT
145,AT
146,AT
147,AT
148,AT
149,AT
150,AT
151,AT
152,AT
153,AT
154,AT
155,AT
156,AT
157,AT
158,AT
159,AT
160,AT
161,AT
162,AT
163,AT
164,AT
165,AT
166,AT
167,AT
168,AT
169,AT
170,AT
171,AT
172,AT
173,AT
174,AT
175,AT
176,AT
177,AT
178,AT
179,AT
180,AT
181,AT
182,AT
183,AT
184,AT
185,AT
186,AT
187,AT
188,AT
189,AT
190,AT
191,AT
192,AT
193,AT
194,AT
195,AT
196,AT
197,AT
198,AT
199,AT
200,AT
201,AT
202,AT
203,AT
204,AT
205,AT
206,AT
207,AT
208,AT
209,AT
210,AT
211,AT
212,AT
213,AT
214,AT
666,AT
