image_set_name,external_url_large,external_url_small,locale,abstract_sku,concrete_sku,sort_order,product_image_key,product_image_set_key
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904006-8438.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904006-8438.jpg,de_DE,001,,1,product_image_1,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904004-9055.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904004-9055.jpg,de_DE,002,,1,product_image_2,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/26138343-5454.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/26138343-5454.jpg,de_DE,003,,1,product_image_3,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30663302_6177.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30663302_6177.jpg,de_DE,004,,1,product_image_4,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30663301_9631.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30663301_9631.jpg,de_DE,005,,1,product_image_5,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692993_5119.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692993_5119.jpg,de_DE,006,,1,product_image_6,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30691822_1486.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30691822_1486.jpg,de_DE,007,,1,product_image_7,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692992_1205.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692992_1205.jpg,de_DE,008,,1,product_image_8,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692991_9278.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692991_9278.jpg,de_DE,009,,1,product_image_9,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692994_4933.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30692994_4933.jpg,de_DE,010,,1,product_image_10,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/30775359_2536.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/30775359_2536.jpg,de_DE,011,,1,product_image_11,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904598_3791.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904598_3791.jpg,de_DE,012,,1,product_image_12,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904584-3409.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904584-3409.jpg,de_DE,013,,1,product_image_13,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25919241_0663.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25919241_0663.jpg,de_DE,014,,1,product_image_14,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904009-6055.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/25904009-6055.jpg,de_DE,015,,1,product_image_15,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748907-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748907-Sony.jpg,de_DE,016,,1,product_image_16,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748906-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21748906-Sony.jpg,de_DE,017,,1,product_image_17,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081477-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081477-Sony.jpg,de_DE,018,,1,product_image_18,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081473-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081473-Sony.jpg,de_DE,019,,1,product_image_19,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081478-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081478-Sony.jpg,de_DE,020,,1,product_image_20,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081475-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21081475-Sony.jpg,de_DE,021,,1,product_image_21,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21994751-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21994751-Sony.jpg,de_DE,022,,1,product_image_22,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21758366-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21758366-Sony.jpg,de_DE,023,,1,product_image_23,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21987578-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21987578-Sony.jpg,de_DE,024,,1,product_image_24,
default,https://d2s0ynfc62ej12.cloudfront.net/b2c/21764665-Sony.jpg,https://d2s0ynfc62ej12.cloudfront.net/b2c/21764665-Sony.jpg,de_DE,025,,1,product_image_25,
